,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_Polarizability,formulaB_elements_Polarizability,avg_elements_AtomicVolume,diff_elements_AtomicVolume,avg_elements_AtomicWeight,diff_elements_AtomicWeight,avg_elements_BoilingT,diff_elements_BoilingT,avg_elements_BulkModulus,diff_elements_BulkModulus,avg_elements_Column,diff_elements_Column,avg_elements_CovalentRadius,diff_elements_CovalentRadius,avg_elements_Density,diff_elements_Density,avg_elements_ElectronSurfaceDensityWS,diff_elements_ElectronSurfaceDensityWS,avg_elements_Electronegativity,diff_elements_Electronegativity,avg_elements_FirstIonizationEnergy,diff_elements_FirstIonizationEnergy,avg_elements_GSbandgap,diff_elements_GSbandgap,avg_elements_GSenergy_pa,diff_elements_GSenergy_pa,avg_elements_GSestBCClatcnt,diff_elements_GSestBCClatcnt,avg_elements_GSestFCClatcnt,diff_elements_GSestFCClatcnt,avg_elements_GSvolume_pa,diff_elements_GSvolume_pa,avg_elements_HHIp,diff_elements_HHIp,avg_elements_HHIr,diff_elements_HHIr,avg_elements_HeatCapacityMass,diff_elements_HeatCapacityMass,avg_elements_HeatCapacityMolar,diff_elements_HeatCapacityMolar,avg_elements_HeatFusion,diff_elements_HeatFusion,avg_elements_ICSDVolume,diff_elements_ICSDVolume,avg_elements_MeltingT,diff_elements_MeltingT,avg_elements_MendeleevNumber,diff_elements_MendeleevNumber,avg_elements_MiracleRadius,diff_elements_MiracleRadius,avg_elements_NUnfilled,diff_elements_NUnfilled,avg_elements_NValance,diff_elements_NValance,avg_elements_NdValence,diff_elements_NdValence,avg_elements_Number,diff_elements_Number,avg_elements_Polarizability,diff_elements_Polarizability,avg_elements_ShearModulus,diff_elements_ShearModulus
1398,0.0,0.0,58,144,0.0,1.85,21.56454,8.43823,0.09403567,-11.22070399,1.03,0.13,0.16399999999999998,57.85,99,57,0.39432,8.5,18623.084693835,37218.201992329996,105.20455,-170.05089999999998,2655.96,-5258.08,0.0,0.0,13.0,10,101.0,-86,11295.45,-22589.1,0.925,-1.85,1.1,-2.2,15.001385,13.12631,6.544,13.088,-5.56333416,11.31473966,2.988987811,-0.10818848599999953,3.7658886615,-0.13630895099999973,13.365,-1.4499999999999993,2750.0,-5500,4550.0,-9100,0.5800000000000001,0.9,22.743,-3.9140000000000015,29.007,-57.686,18.445,9.29,1665.28,-3281.44,78.0,42,67.5,-135,2.0,-4,15.0,-14,3.0,-6,43.0,-66,4.44716,-8.10568,111.0,-222.0
1399,0.0,11.0,58,107,0.0,1.65,21.56454,10.48669,0.09403567,-5.400509043,1.03,0.769,0.16399999999999998,18.54,99,83,0.39432,3.63,18630.199905909998,37203.97156818,25.576431,-10.794662000000002,290.21,-526.58,5.5,-11.0,16.5,3,82.5,-49,911.95,-1822.1,0.825,-1.65,1.095,-2.19,16.025615000000002,11.077850000000002,7.3565,11.463,-2.6532366864999997,5.494544713,3.247742102,-0.625697068,4.0918986395,-0.7883289069999999,17.60511905,-9.9302381,1000.0,-2000,2550.0,-5100,0.8995,0.261,22.305,-3.038000000000004,9.352,-18.375999999999998,21.04,4.100000000000001,170.93,-292.74,91.0,16,51.0,-102,1.5,-3,6.5,3,0.0,0,12.5,-5,2.0121599999999997,-3.23568,0.0,0.0
1400,0.0,180.0,58,139,0.0,1.67,21.56454,8.3369,0.09403567,-5.13777457,1.03,0.244,0.16399999999999998,16.74,99,62,0.39432,4.8,18623.442038135,37217.48730373,63.299549999999996,-86.24090000000001,1631.46,-3209.08,90.0,-180.0,14.0,8,98.5,-81,6011.95,-12022.1,0.835,-1.67,1.1,-2.2,14.95072,13.227640000000001,6.544,13.088,-2.52186945,5.231810240000001,3.0004203395,-0.13105354300000016,3.7802927445000005,-0.16511711699999987,13.525,-1.7699999999999996,1600.0,-3200,4000.0,-8000,0.637,0.786,23.383,-5.194000000000003,8.452,-16.575999999999997,18.905,8.37,926.305,-1803.49,80.5,37,71.0,-142,0.0,0,9.0,-2,5.0,-10,28.0,-36,2.5971599999999997,-4.40568,22.0,-44.0
1401,0.0,230.0,58,136,0.0,1.78,21.56454,8.9588,0.09403567,-6.02850968,1.03,0.133,0.16399999999999998,22.175,99,63,0.39432,6.5,18623.773076755,37216.82522649,107.63155,-174.9049,2062.46,-4071.08,115.0,-230.0,14.0,8,97.0,-78,10545.45,-21089.1,0.89,-1.78,1.14,-2.28,15.26167,12.60574,6.544,13.088,-2.967237005,6.12254535,3.0217532265,-0.17371931699999976,3.8071704980000005,-0.21887262399999985,13.83,-2.379999999999999,2750.0,-5500,4550.0,-9100,0.5815,0.897,23.323,-5.074000000000002,11.169500000000001,-22.011,19.095,7.99,1032.98,-2016.8400000000001,81.0,36,69.5,-139,1.0,-2,16.0,-16,4.5,-9,44.0,-68,3.4471600000000002,-6.1056799999999996,30.5,-61.0
1402,0.0,2.5,58,220,0.0,0.6,21.56454,4.177128,0.09403567,-0.963335025,1.03,0.363,0.16399999999999998,2.19,99,4,0.39432,47.27,18662.413320925,37139.54473815,52.823449999999994,-65.2887,493.96,-934.08,1.25,-2.5,9.5,17,139.0,-162,766.45,-1531.1,0.3,-0.6,0.41,-0.82,12.870834,17.387412,6.544,13.088,-0.4346496775,1.057370695,4.2980891735,-2.7263912109999997,5.415253024,-3.435037676,51.68125,-78.0825,3000.0,-6000,3000.0,-6000,0.6965,0.667,25.923,-10.274000000000001,1.177,-2.026,58.09,-70.0,168.51,-287.9,51.5,95,122.0,-244,0.5,-1,4.5,7,0.0,0,23.5,-27,23.832160000000002,-46.87568,0.0,0.0
1403,0.0,380.0,58,142,0.0,1.76,21.56454,7.4589,0.09403567,-7.25364552,1.03,0.243,0.16399999999999998,26.59,99,59,0.39432,8.6,18622.955599905,37218.46018019,61.5423,-82.72640000000001,1997.46,-3941.08,190.0,-380.0,13.5,9,100.0,-84,6225.45,-12449.1,0.88,-1.76,1.14,-2.28,14.51172,14.105640000000001,6.544,13.088,-3.579804925,7.34768119,2.9726141475,-0.07544115899999992,3.745259138,-0.09504990399999969,13.14,-1.0,1600.0,-3200,4000.0,-8000,0.6365000000000001,0.787,22.883,-4.194000000000003,13.377,-26.426,17.335,11.51,1130.78,-2212.44,79.0,40,66.0,-132,1.5,-3,8.5,-1,4.0,-8,27.5,-35,4.49716,-8.20568,75.0,-150.0
1404,0.0,38.7,58,194,0.0,1.22,21.56454,5.8638,0.09403567,-4.629217697,1.03,0.182,0.16399999999999998,10.15,99,29,0.39432,25.5,18632.14759138,37200.07619724,89.552225,-138.74625,1764.96,-3476.08,19.35,-38.7,10.5,15,126.0,-136,4109.95,-8218.1,0.61,-1.22,0.605,-1.21,13.714170000000001,15.70074,6.544,13.088,-2.2675910134999997,4.723253367,3.461945555,-1.0541039739999998,4.3617780785,-1.3280877849999997,22.188333335000003,-19.09666667,4750.0,-9500,1550.0,-3100,0.606,0.8480000000000001,24.848,-8.124000000000002,5.157,-9.986,27.52,-8.86,826.78,-1604.44,64.0,70,88.0,-176,2.5,-5,9.5,-3,0.0,0,37.5,-55,12.94716,-25.10568,11.0,-22.0
1405,0.0,160.0,58,153,0.0,1.64,21.56454,6.7461899999999995,0.09403567,-8.93926069,1.03,0.489,0.16399999999999998,21.5,99,46,0.39432,12.4,18623.01529411,37218.34079178,35.5603,-30.7624,1853.46,-3653.08,80.0,-160.0,11.5,13,105.5,-95,3055.45,-6109.1,0.82,-1.64,0.815,-1.63,14.155365,14.818350000000002,6.544,13.088,-4.4226125099999996,9.03329636,2.949074528,-0.02836192000000004,3.7156010760000004,-0.035733779999999715,12.825,-0.3699999999999992,1650.0,-3300,1700.0,-3400,0.7595000000000001,0.541,22.838,-4.104000000000003,10.832,-21.336,18.485,9.209999999999999,1103.78,-2158.44,72.5,53,67.0,-134,3.5,-7,6.5,3,1.5,-3,16.5,-13,6.39716,-12.00568,23.5,-47.0
1406,0.0,0.0,58,140,0.0,0.0,21.56454,12.12984,0.09403567,0.04873128,1.03,0.158,0.16399999999999998,2.27,99,102,0.39432,4.044,37092.554854999995,279.26166999999987,75.73605,-111.1139,95.96000000000001,-138.07999999999998,0.0,0.0,18.0,0,99.0,-82,3.4000000000000004,-5.0,0.0,0.0,1.3,-2.6,16.84719,9.434700000000001,9.772,6.631999999999999,0.071383475,0.04530439,3.843392852,-1.8169985680000003,4.8423715575,-2.2892747429999996,33.144999999999996,-41.01,0.0,0,0.0,0,0.594,0.872,20.785999999999998,0.0,1.217,-2.106,40.46,-34.739999999999995,92.93,-136.74,100.5,-3,0.0,0,0.0,0,13.0,-10,5.0,-10,32.0,-44,2.2191599999999996,-3.6496799999999996,0.0,0.0
1407,0.0,31.0,58,187,0.0,0.92,21.56454,6.25416,0.09403567,-1.47410408,1.03,0.155,0.16399999999999998,7.66,99,39,0.39432,20.9,18637.96268097,37188.44601806,96.61655,-152.8749,747.96,-1442.08,15.5,-31.0,10.5,15,122.5,-129,3285.45,-6569.1,0.46,-0.92,0.63,-1.26,13.90935,15.310380000000002,6.544,13.088,-0.690034205,1.56813975,3.5106724895,-1.1515578430000004,4.4231701690000005,-1.4508719659999998,23.38,-21.479999999999997,4750.0,-9500,1550.0,-3100,0.5925,0.875,23.762999999999998,-5.954000000000001,3.912,-7.496,32.13,-18.080000000000002,558.28,-1067.44,69.0,60,95.0,-190,0.0,0,12.0,-8,0.0,0,40.0,-60,10.64716,-20.505679999999998,4.95,-9.9
1408,0.0,0.0,58,175,0.0,1.41,21.56454,6.6339,0.09403567,-8.545958555,1.03,0.278,0.16399999999999998,21.0,99,44,0.39432,17.9,18627.725816635,37208.91974673,55.70155,-71.04489999999998,2354.46,-4655.08,0.0,0.0,11.0,14,116.5,-117,3255.95,-6510.1,0.705,-1.41,0.665,-1.33,14.09922,14.93064,6.544,13.088,-4.2259614425,8.639994225,3.2640194805,-0.6582518249999998,4.112406851,-0.8293453300000002,17.9175,-10.555,1700.0,-3400,1300.0,-2600,0.654,0.752,23.073,-4.574000000000002,10.582,-20.836,23.189999999999998,-0.1999999999999993,1076.28,-2103.44,71.5,55,79.0,-158,4.0,-8,6.0,4,1.0,-2,25.0,-30,9.14716,-17.505679999999998,16.5,-33.0
1409,180.0,100.0,124,145,1.75,1.36,7.6398,7.576230000000001,-5.54632457,-2.76539356,0.444,0.235,17.48,11.3,61,65,6.8,6.99,14.008466195,-6.13436351,83.2808,-49.174800000000005,2810.5,751.0,140.0,80.0,10.5,-1,134.5,-21,9699.0,-1582.0,1.5550000000000002,0.3899999999999999,1.92,-0.020000000000000018,7.608015,0.06356999999999946,0.0,0.0,-4.1558590650000005,-2.78093101,2.969774223,-0.45341256600000035,3.7416810564999996,-0.5712640349999996,13.325,-6.009999999999998,1100.0,-200,1450.0,100,0.3395,0.20900000000000002,25.71,0.7199999999999989,14.39,6.18,13.955,-6.190000000000001,1481.4650000000001,493.06999999999994,63.0,-4,135.0,-18,1.5,1,10.5,-1,9.0,-2,37.5,-19,6.895,-0.1900000000000004,53.0,46.0
1410,180.0,76.0,124,121,1.75,1.39,7.6398,5.985768,-5.54632457,-3.74542312,0.444,0.897,17.48,10.71,61,73,6.8,6.8,13.76785448,-5.65314008,42.837469299999995,31.711861399999997,2989.0,394.0,128.0,104.0,11.5,-3,122.5,3,5804.0,6208.0,1.5699999999999998,0.3600000000000001,1.76,0.2999999999999998,6.812784000000001,1.654032,0.0,0.0,-4.645873845000001,-1.8009014500000005,2.9746528865000004,-0.46316989300000033,3.7478277875,-0.5835574970000001,13.4,-6.16,1300.0,-600,1250.0,500,0.6705,-0.453,25.134999999999998,1.870000000000001,14.095,6.77,13.735,-5.75,1330.7350000000001,794.53,67.0,-12,133.5,-15,3.5,-3,6.5,7,4.0,8,20.5,15,6.8,0.0,51.0,50.0
1411,180.0,220.0,124,136,1.75,1.57,7.6398,9.225530000000001,-5.54632457,-3.20969261,0.444,0.129,17.48,12.55,61,66,6.8,5.8,13.944174030000001,-6.005779180000001,127.8299845,-138.273169,3157.5,57.0,200.0,-40.0,10.5,-1,130.0,-12,14104.0,-10392.0,1.6600000000000001,0.17999999999999994,2.225,-0.6300000000000001,8.432665,-1.5857300000000008,0.0,0.0,-4.37800859,-2.3366319600000005,2.981754996,-0.4773741119999997,3.756775885,-0.6014536920000007,13.51,-6.379999999999999,1050.0,-100,1250.0,500,0.2865,0.315,25.744,0.6519999999999975,15.015,4.93,13.91,-6.100000000000001,1532.665,390.6700000000001,63.5,-5,134.5,-17,1.5,1,17.5,-15,9.0,-2,53.5,-51,6.3,1.0,51.5,49.0
1412,180.0,320.0,124,84,1.75,1.75,7.6398,8.29802,-5.54632457,-6.677698154,0.444,1.026,17.48,50.2,61,72,6.8,3.03,9.1195258525,3.6435171750000004,34.7522,47.8824,3729.5,-1087.0,250.0,-140.0,11.5,-3,104.0,40,5684.0,6448.0,1.75,0.0,1.975,-0.13000000000000012,7.968909999999999,-0.6582199999999991,0.762,-1.524,-6.1120113620000005,1.1313735839999994,2.5864236844999997,0.3132885110000001,3.2586896439999995,0.3947187900000002,8.74625,3.1475,1950.0,-1900,1750.0,-500,0.735,-0.5820000000000001,18.5785,14.983,33.84,-32.72,9.305,3.1099999999999994,2038.0,-620.0,66.5,-11,107.0,38,3.5,-3,6.5,7,4.0,8,16.5,23,4.915,3.77,38.0,76.0
1413,180.0,9.6,124,215,1.75,0.81,7.6398,5.211664,-5.54632457,-1.92352226,0.444,0.204,17.48,7.12,61,9,6.8,39.7,37.955283055,-54.02799723,98.0102,-78.6336,2664.5,1043.0,94.8,170.4,6.0,8,169.5,-91,6209.0,5398.0,1.28,0.94,1.4,1.02,6.425732,2.4281360000000003,0.0,0.0,-3.734923415,-3.6228023100000004,3.8859836254999998,-2.285831371,4.896032569499999,-2.8799670609999994,36.955,-53.27,2000.0,-2000,1900.0,-800,0.324,0.24000000000000002,27.07,-2.0,12.3,10.36,36.870000000000005,-52.02,1364.0,728.0,35.0,52,174.5,-97,1.0,2,6.0,8,4.0,8,42.0,-28,23.25,-32.900000000000006,40.45,71.1
1414,180.0,33.0,124,76,1.75,1.77,7.6398,11.2603,-5.54632457,-9.209713655,0.444,0.7090000000000001,17.48,117.4,61,77,6.8,1.67,9.8831870775,2.1161947249999997,35.35205,46.6827,3743.0,-1114.0,106.5,147.0,12.0,-4,100.0,48,5584.0,6648.0,1.76,-0.020000000000000018,2.23,-0.6399999999999999,9.450050000000001,-3.6205000000000007,2.248,-4.496,-7.3780191125000005,3.6633890849999995,2.4928801405,0.5003755989999998,3.140832164,0.6304337499999999,7.98,4.680000000000001,750.0,500,1000.0,1000,0.5765,-0.26500000000000007,17.2935,17.552999999999997,67.44,-99.92,8.265,5.1899999999999995,2775.5,-2095.0,69.0,-16,101.5,49,3.0,-2,7.0,6,4.0,8,17.0,22,4.234999999999999,5.13,38.0,76.0
1415,180.0,17.0,124,176,1.75,0.91,7.6398,6.11316,-5.54632457,-1.948329565,0.444,0.647,17.48,8.54,61,7,6.8,25.73333333,26.939235869999997,-31.995902859999998,49.3857,18.615399999999994,2471.5,1429.0,98.5,163.0,6.0,8,150.0,-52,5229.0,7358.0,1.33,0.84,1.455,0.9099999999999999,6.87648,1.5266400000000004,0.0,0.0,-3.7473270675,-3.5979950050000005,3.4851641319999995,-1.4841923839999995,4.391031652500001,-1.8699652270000007,24.045,-27.450000000000003,2450.0,-2900,1500.0,0,0.5455,-0.203,25.9995,0.14099999999999824,13.01,8.940000000000001,27.525,-33.33,1421.5,613.0,34.0,54,163.5,-75,1.0,2,6.0,8,4.0,8,24.0,8,16.266666665,-18.93333333,41.7,68.6
1416,180.0,160.0,124,139,1.75,1.73,7.6398,6.76651,-5.54632457,-9.50571654,0.444,0.449,17.48,21.0,61,49,6.8,11.6,11.517110955,-1.1516530300000003,55.34475,6.6972999999999985,3065.0,242.0,170.0,20.0,8.0,4,131.5,-15,8024.0,1768.0,1.74,0.020000000000000018,1.785,0.25,7.203155000000001,0.8732899999999999,0.0,0.0,-7.5260205550000006,3.9593919699999995,2.7805741095,-0.0750123389999997,3.5033038515,-0.09450962500000015,10.754999999999999,-0.8699999999999992,2050.0,-2100,2800.0,-2600,0.4465,-0.0050000000000000044,24.71,2.719999999999999,19.240000000000002,-3.5199999999999996,11.434999999999999,-1.1500000000000004,1954.0,-452.0,55.0,12,128.0,-4,4.0,-4,8.0,4,6.5,3,26.0,4,9.2,-4.8,95.5,-39.0
1417,180.0,41.0,124,192,1.75,1.22,7.6398,5.9389,-5.54632457,-4.601554453,0.444,0.17300000000000001,17.48,11.35,61,31,6.8,24.5,21.249142145,-20.61571541,110.5967,-103.8066,3013.0,346.0,110.5,139.0,6.5,7,158.0,-68,8729.5,357.0,1.4849999999999999,0.53,1.565,0.69,6.789350000000001,1.7008999999999999,0.0,0.0,-5.073939511500001,-0.944770117,3.3555736090000003,-1.2250113380000003,4.227757824499999,-1.543417571,20.78,-20.919999999999998,5250.0,-8500,2300.0,-1600,0.3085,0.271,27.115000000000002,-2.09,14.415,6.130000000000001,21.23,-20.740000000000002,1706.5,43.0,46.0,30,150.5,-49,3.0,-2,11.0,-2,4.0,8,47.0,-38,15.65,-17.7,50.5,51.0
1418,180.0,170.0,124,132,1.75,1.77,7.6398,7.9024,-5.54632457,-8.28548436,0.444,0.449,17.48,13.81,61,55,6.8,8.4,11.359324705,-0.8360805300000003,57.2692,2.848399999999998,3160.0,52.0,175.0,10.0,9.0,2,128.0,-8,8391.0,1034.0,1.76,-0.020000000000000018,1.87,0.07999999999999985,7.771100000000001,-0.26259999999999994,0.0,0.0,-6.915904465000001,2.7391597899999995,2.7609956595,-0.035855438999999656,3.4786365505,-0.04517502300000009,10.525,-0.41000000000000014,1700.0,-1400,1450.0,100,0.4465,-0.0050000000000000044,25.585,0.9699999999999989,15.645,3.67,11.32,-0.9199999999999999,1769.5,-83.0,58.0,6,125.5,1,3.0,-2,9.0,2,7.0,2,27.0,2,7.6,-1.6000000000000005,79.0,-6.0
1419,180.0,0.0,124,120,1.75,1.37,7.6398,7.899430000000001,-5.54632457,-4.616039545,0.444,0.32,17.48,36.94,61,79,6.8,5.84,16.80113041,-11.71969194,65.66669999999999,-13.946600000000004,3139.5,93.0,90.0,180.0,12.0,-4,122.0,4,7115.5,3585.0,1.56,0.3799999999999999,1.96,-0.09999999999999987,7.769615,-0.25963000000000047,0.19149999999999998,-0.38299999999999995,-5.0811820574999995,-0.9302850250000008,3.1631877165,-0.840239553,3.985366789,-1.0586355000000003,16.6625,-12.684999999999999,3150.0,-4300,1700.0,-400,0.382,0.124,24.646,2.8480000000000025,27.21,-19.459999999999997,16.545,-11.370000000000001,1469.7,516.5999999999999,70.0,-18,120.0,12,3.0,-2,12.0,-4,9.0,-2,30.0,-4,6.32,0.96,38.0,76.0
1420,180.0,0.0,124,142,1.75,1.17,7.6398,5.78636,-5.54632457,-2.66680196,0.444,0.233,17.48,3.2910000000000004,61,75,6.8,9.65,18.5119713,-15.14137372,86.75569999999999,-56.1246,2765.5,841.0,90.0,180.0,11.5,-3,133.0,-18,8109.0,1598.0,1.46,0.5800000000000001,1.845,0.1299999999999999,6.71308,1.85344,0.0,0.0,-4.106563265,-2.8795226100000004,3.1951928335,-0.9042497869999999,4.025690708999999,-1.1392833399999995,17.29,-13.940000000000001,2150.0,-2300,1750.0,-500,0.3385,0.211,26.405,-0.6699999999999982,10.3855,14.189,18.5,-15.280000000000001,1078.875,1298.25,68.0,-14,140.5,-29,3.5,-3,11.5,-3,9.0,-2,38.5,-21,8.225,-2.8500000000000005,38.0,76.0
1421,180.0,320.0,124,141,1.75,1.83,7.6398,8.96702,-5.54632457,-8.84851145,0.444,0.131,17.48,41.12,61,60,6.8,7.6,12.544917455,-3.2072660299999995,125.4552,-133.52360000000002,3943.5,-1515.0,250.0,-140.0,9.5,1,132.5,-17,15734.0,-13652.0,1.79,-0.08000000000000007,2.055,-0.29000000000000026,8.30341,-1.3272199999999996,0.0,0.0,-7.19741801,3.30218688,2.897382284,-0.3086286880000002,3.6504729295000002,-0.3888477810000004,12.265,-3.8900000000000006,3250.0,-4500,5300.0,-7600,0.2875,0.313,25.585,0.9699999999999989,29.299999999999997,-23.639999999999997,12.370000000000001,-3.0200000000000014,2233.5,-1011.0,60.5,1,131.0,-10,2.5,-1,16.5,-13,7.5,1,52.5,-49,7.199999999999999,-0.7999999999999998,143.0,-134.0
1422,180.0,0.0,124,116,1.75,0.0,7.6398,13.99961,-5.54632457,0.08753524,0.444,0.248,17.48,1.1640000000000001,61,101,6.8,2.4844,18559.218012219997,-37096.553455559995,71.2457,-25.10459999999999,1652.89,3066.22,90.0,180.0,14.0,-8,120.0,8,4455.875,8904.25,0.875,1.75,2.455,-1.09,10.819705,-6.35981,3.7675,-7.535,-2.729394665,-5.633859810000001,3.4527727539999997,-1.419409628,4.350221073,-1.7883440679999998,23.19,-25.740000000000002,500.0,1000,750.0,1500,0.346,0.196,23.427999999999997,5.2840000000000025,9.322000000000001,16.316,27.835,-33.95,921.895,1612.21,81.0,-40,63.0,126,1.0,2,14.0,-8,9.0,-2,32.0,-8,4.6422,4.3156,38.0,76.0
1423,180.0,48.0,124,187,1.75,1.24,7.6398,5.42586,-5.54632457,-4.52300002,0.444,0.154,17.48,18.65,61,41,6.8,21.9,20.232658175,-18.58274747,116.8301,-116.27340000000001,3430.5,-489.0,114.0,132.0,6.5,7,155.5,-63,9374.5,-933.0,1.495,0.51,1.5899999999999999,0.6399999999999999,6.532830000000001,2.21394,0.0,0.0,-5.034662295,-1.0233245500000008,3.3039643515000003,-1.1217928230000003,4.162734235,-1.413370392,19.5925,-18.544999999999998,5250.0,-8500,2300.0,-1600,0.299,0.29000000000000004,26.465,-0.7899999999999991,18.064999999999998,-1.1699999999999982,20.189999999999998,-18.66,1832.0,-208.0,51.0,20,150.5,-49,5.5,-7,13.5,-7,4.5,7,49.5,-43,14.35,-15.099999999999998,51.5,49.0
1424,180.0,120.0,124,139,1.75,1.61,7.6398,7.434019999999999,-5.54632457,-9.02056525,0.444,0.479,17.48,12.91,61,52,6.8,9.4,11.576994455000001,-1.2714200299999998,56.81572249999999,3.7553550000000016,2760.0,852.0,150.0,60.0,8.5,3,131.5,-15,8189.0,1438.0,1.6800000000000002,0.1399999999999999,1.73,0.3599999999999999,7.53691,0.20578000000000074,0.0,0.0,-7.28344491,3.4742406800000003,2.7504522135,-0.014768547000000076,3.4653526405,-0.018607203000000183,10.403793105,-0.16758620999999962,1300.0,-600,1650.0,-300,0.4615,-0.034999999999999976,26.195,-0.25,15.195,4.57,11.53,-1.3399999999999999,1623.5,209.0,56.5,9,129.0,-6,3.5,-3,8.5,3,6.5,3,26.5,3,8.1,-2.6000000000000005,77.0,-2.0
1425,180.0,230.0,124,154,1.75,1.77,7.6398,7.09243,-5.54632457,-10.84610777,0.444,0.251,17.48,37.48,61,50,6.8,12.8,13.221082565,-4.55959625,77.32669999999999,-37.2666,4049.0,-1726.0,205.0,-50.0,8.0,4,139.0,-30,9594.0,-1372.0,1.76,-0.020000000000000018,2.035,-0.2500000000000002,7.366115000000001,0.5473699999999999,0.0,0.0,-8.19621617,5.299783199999999,2.948616124,-0.41109636799999993,3.715023523,-0.5179489680000002,13.004999999999999,-5.369999999999999,1700.0,-1400,3400.0,-3800,0.34750000000000003,0.193,25.064999999999998,2.0100000000000016,27.479999999999997,-19.999999999999996,13.225,-4.73,2312.0,-1168.0,55.5,11,132.5,-13,4.0,-4,8.0,4,6.5,3,35.0,-14,9.8,-6.000000000000001,48.0,56.0
1426,180.0,32.0,124,201,1.75,1.2,7.6398,5.525,-5.54632457,-4.76235134,0.444,0.19,17.48,7.14,61,19,6.8,31.4,22.555169659999997,-23.227770439999997,101.46770000000001,-85.54860000000002,3279.5,-187.0,106.0,148.0,6.5,7,162.5,-77,7959.0,1898.0,1.475,0.55,1.525,0.77,6.5824,2.1148,0.0,0.0,-5.154337955000001,-0.78397323,3.42844107,-1.3707462600000002,4.319565073,-1.7270320679999998,22.565,-24.490000000000002,5250.0,-8500,2300.0,-1600,0.317,0.254,26.759999999999998,-1.379999999999999,12.31,10.34,22.53,-23.340000000000003,1511.0,434.0,40.0,42,154.0,-56,6.0,-8,8.0,4,4.0,8,44.0,-32,19.099999999999998,-24.599999999999998,46.0,60.0
1427,180.0,0.0,124,190,1.75,0.0,7.6398,6.2657,-5.54632457,-12.94031436,0.444,0.0,17.48,3.2,61,22,6.8,24.8,15.093061725,-8.30355457,147.8467,-178.3066,3729.5,-1087.0,90.0,180.0,6.5,7,157.0,-66,14679.0,-11542.0,0.875,1.75,1.635,0.5499999999999998,6.95275,1.3741000000000003,0.0,0.0,-9.243319465,7.39398979,3.0362553114999997,-0.5863747429999999,3.82544198,-0.7387858820000002,14.386875,-8.13375,500.0,1000,750.0,1500,0.222,0.444,13.035,26.07,10.34,14.280000000000001,15.04,-8.36,1322.5,811.0,41.5,39,150.5,-49,10.5,-17,8.5,3,4.5,7,60.5,-65,15.8,-18.0,38.0,76.0
1428,180.0,11.0,124,107,1.75,1.65,7.6398,10.48669,-5.54632457,-5.400509043,0.444,0.769,17.48,18.54,61,83,6.8,3.63,19.57770313,-17.27283738,44.833580999999995,27.719637999999996,1869.75,2632.5,95.5,169.0,12.5,-5,115.5,17,5365.5,7085.0,1.7,0.10000000000000009,2.05,-0.28,9.063245,-2.8468899999999993,0.8125,-1.625,-5.4734168064999995,-0.14581552700000078,3.151829288,-0.8175226960000002,3.971056066,-1.0300140540000005,16.445119050000002,-12.2502381,1500.0,-1000,3300.0,-3600,0.6065,-0.325,24.947000000000003,2.2459999999999987,18.009999999999998,-1.0599999999999987,14.924999999999999,-8.129999999999999,1022.65,1410.7,72.0,-22,114.0,24,2.5,-1,7.5,5,4.0,8,21.5,13,5.215,3.17,38.0,76.0
1429,180.0,46.0,124,146,1.75,1.15,7.6398,7.4166300000000005,-5.54632457,-3.62902961,0.444,0.13,17.48,4.774,61,81,6.8,6.995,20.641353725000002,-19.40013857,132.9467,-148.5066,2604.0,1164.0,113.0,134.0,12.0,-4,135.0,-22,10124.0,-2432.0,1.45,0.6000000000000001,2.12,-0.42000000000000015,7.528215,0.22316999999999965,0.0,0.0,-4.58767709,-1.9172949600000004,3.2869669085,-1.087797937,4.1413187985,-1.3705395190000003,19.215,-17.79,1850.0,-1700,1650.0,-300,0.28700000000000003,0.314,25.384999999999998,1.370000000000001,11.127,12.706,20.59,-19.46,1164.305,1127.3899999999999,71.0,-20,150.0,-48,3.0,-2,19.0,-18,9.0,-2,55.0,-54,6.8975,-0.19500000000000028,40.8,70.4
